user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level
161,Weekday,EV,19.59,7.77,50,Mixed,4.3,0.28,1,7.41,Medium
161,Weekday,Bike,8.97,4.83,75,Veg,3.6,0.7,1,3.43,Low
161,Weekday,Walk,12.4,2.07,25,Veg,6.2,0.57,5,1.96,Low
161,Weekend,EV,5.06,7.19,100,Veg,4.9,0.97,1,2.97,Low
161,Weekday,Bike,15.04,5.89,0,Mixed,7.4,0.99,2,8.72,Medium
161,Weekend,Car,15.47,4.96,25,Veg,3.4,0.66,2,8.29,Medium
162,Weekday,Walk,14.26,7.66,25,Veg,5.5,0.21,0,6.96,Medium
162,Weekend,Bus,0.86,5.64,0,Veg,8.5,0.99,2,7.08,Medium
162,Weekday,Bus,16.31,4.54,100,Mixed,7.7,0.92,1,5.51,Low
162,Weekend,Bike,2.27,3.87,0,Mixed,8.0,0.49,0,7.26,Medium
162,Weekend,EV,3.43,6.19,0,Mixed,5.0,0.94,1,9.44,Medium
162,Weekend,EV,10.76,7.53,50,Mixed,7.1,0.75,0,7.92,Medium
162,Weekday,Walk,13.6,6.96,75,Veg,5.1,1.02,1,4.26,Low
163,Weekday,Walk,12.01,6.1,50,Non-Veg,7.5,1.05,1,8.86,Medium
163,Weekend,Bike,6.68,6.97,0,Veg,5.8,0.87,2,7.96,Medium
163,Weekend,Bike,6.73,6.06,25,Veg,3.9,1.06,1,6.6,Medium
163,Weekday,Bus,11.1,5.66,75,Mixed,5.2,0.87,1,6.19,Medium
163,Weekend,Bike,13.87,7.49,0,Mixed,6.9,1.1,2,10.16,Medium
163,Weekday,EV,16.19,5.06,0,Mixed,2.3,0.84,1,8.9,Medium
163,Weekday,Walk,16.11,6.22,0,Mixed,3.7,0.98,0,9.78,Medium
164,Weekday,Bike,9.61,9.4,50,Veg,7.7,0.7,0,6.69,Medium
164,Weekday,Bike,7.8,4.08,0,Mixed,4.0,0.73,1,7.32,Medium
164,Weekend,EV,0.5,4.16,0,Veg,5.8,0.93,0,6.55,Medium
164,Weekday,Bike,11.4,4.44,75,Non-Veg,7.1,0.82,2,6.6,Medium
164,Weekend,Car,11.88,11.13,25,Non-Veg,6.0,0.83,5,13.83,High
164,Weekday,Bike,11.85,2.71,75,Veg,5.5,0.56,0,3.23,Low
164,Weekday,Bus,13.65,4.49,25,Non-Veg,3.9,0.78,1,9.9,Medium
165,Weekday,Walk,8.34,5.75,75,Mixed,4.6,0.91,0,5.77,Low
165,Weekend,Bike,9.46,6.01,25,Veg,3.3,0.82,2,5.88,Low
165,Weekend,Walk,10.24,4.52,50,Non-Veg,7.4,0.99,1,8.14,Medium
165,Weekend,Walk,4.12,5.9,0,Mixed,5.2,0.66,3,7.93,Medium
165,Weekend,Car,8.29,6.24,50,Non-Veg,8.0,0.58,1,10.1,Medium
165,Weekend,Bike,2.82,4.96,75,Non-Veg,6.8,0.71,2,6.56,Medium
165,Weekend,Bus,3.52,3.94,25,Veg,5.7,0.76,2,4.81,Low
166,Weekday,Bike,14.38,5.85,25,Non-Veg,8.1,0.3,0,9.46,Medium
166,Weekday,Car,4.5,6.5,25,Mixed,8.1,0.47,1,8.6,Medium
166,Weekend,Walk,7.6,5.79,25,Veg,2.1,0.33,0,5.95,Low
166,Weekday,Walk,8.41,2.0,0,Mixed,6.8,0.61,0,5.88,Low
166,Weekend,Car,0.5,3.79,0,Veg,5.7,0.28,0,5.55,Low
166,Weekend,EV,1.09,4.43,50,Veg,7.3,0.49,0,4.46,Low
166,Weekday,EV,8.05,2.0,25,Mixed,5.6,0.64,2,5.02,Low
167,Weekend,Car,9.1,4.77,25,Veg,7.8,0.57,1,7.13,Medium
167,Weekend,Bike,7.9,3.75,50,Non-Veg,3.6,0.45,0,7.57,Medium
167,Weekday,Bike,8.72,6.61,0,Non-Veg,3.7,0.57,0,11.6,High
167,Weekend,Car,0.5,3.52,25,Veg,6.4,0.43,0,4.78,Low
167,Weekend,Bus,7.36,5.12,0,Non-Veg,4.7,0.73,1,10.76,Medium
167,Weekday,EV,15.35,8.1,100,Veg,8.5,0.65,2,2.59,Low
167,Weekday,Bus,19.67,5.01,75,Mixed,3.4,0.55,0,6.76,Medium
168,Weekday,Walk,10.75,7.46,75,Veg,6.4,0.7,0,4.37,Low
168,Weekend,Bike,6.09,2.0,0,Non-Veg,4.4,0.71,1,7.59,Medium
168,Weekend,EV,1.71,6.25,0,Mixed,5.6,0.59,3,8.21,Medium
168,Weekend,EV,2.52,5.11,50,Mixed,4.0,0.64,1,6.07,Medium
168,Weekend,Bike,1.12,6.91,0,Non-Veg,5.3,0.91,2,11.46,High
168,Weekend,Car,9.94,2.39,75,Veg,6.7,0.6,1,4.9,Low
168,Weekday,Walk,8.84,7.08,25,Mixed,5.1,0.53,2,7.69,Medium
169,Weekday,Bike,9.88,4.4,0,Veg,5.3,0.59,0,6.32,Medium
169,Weekday,EV,10.76,6.28,100,Non-Veg,2.8,0.64,3,5.49,Low
169,Weekend,Bus,13.72,6.42,25,Mixed,7.8,0.78,1,9.08,Medium
169,Weekend,Car,4.13,8.41,75,Non-Veg,5.5,0.43,2,7.81,Medium
169,Weekday,Bike,5.87,4.3,50,Mixed,7.2,0.81,0,6.24,Medium
169,Weekday,Car,5.12,5.41,25,Mixed,4.5,0.84,2,8.11,Medium
169,Weekend,Bus,3.44,9.01,0,Mixed,4.6,0.31,0,11.53,High
170,Weekday,Walk,11.88,7.78,75,Non-Veg,5.5,0.79,0,8.04,Medium
170,Weekend,EV,9.56,7.54,0,Veg,8.3,0.74,2,8.65,Medium
170,Weekday,Bike,15.23,4.27,25,Veg,7.2,0.64,1,4.99,Low
170,Weekend,Bike,9.98,6.09,0,Non-Veg,4.7,0.75,0,11.4,High
170,Weekend,Walk,2.6,3.4,0,Veg,8.6,0.85,0,5.8,Low
170,Weekend,Car,4.5,5.55,25,Mixed,5.5,0.5,1,8.05,Medium
170,Weekday,Walk,10.43,5.93,25,Non-Veg,3.4,0.96,0,10.29,Medium
171,Weekday,Bus,8.79,3.47,25,Veg,5.9,0.78,1,5.37,Low
171,Weekday,Bike,13.97,6.71,0,Mixed,3.5,0.39,2,8.67,Medium
171,Weekday,Walk,8.51,7.56,0,Veg,4.8,0.68,0,9.02,Medium
171,Weekend,Walk,6.43,2.0,25,Non-Veg,2.2,0.58,1,7.02,Medium
171,Weekday,EV,4.51,8.46,0,Mixed,4.1,0.78,2,10.75,Medium
171,Weekday,EV,10.46,4.35,25,Veg,3.6,0.79,3,4.84,Low
171,Weekend,EV,8.8,3.12,75,Non-Veg,4.4,0.15,1,6.27,Medium
172,Weekend,EV,3.27,5.79,25,Mixed,5.5,0.7,0,8.03,Medium
172,Weekend,Walk,2.92,6.34,50,Mixed,7.4,1.21,1,7.15,Medium
172,Weekday,Bus,10.73,6.29,0,Mixed,3.0,0.75,2,9.61,Medium
172,Weekday,Walk,14.47,9.91,50,Mixed,2.1,1.06,0,8.83,Medium
172,Weekend,Bike,0.5,5.26,50,Non-Veg,7.5,1.03,1,8.49,Medium
172,Weekday,Bus,11.22,8.28,0,Non-Veg,5.4,0.71,0,14.03,High
172,Weekday,Bike,14.81,7.89,75,Mixed,3.0,0.58,3,4.62,Low
173,Weekday,Car,14.2,5.29,0,Non-Veg,3.2,1.03,1,13.66,High
173,Weekday,Bike,10.54,3.7,25,Mixed,6.9,1.02,3,5.8,Low
173,Weekday,Bike,12.04,3.82,0,Veg,3.8,0.69,0,5.95,Low
173,Weekday,Car,12.05,11.36,75,Veg,6.5,0.86,3,6.69,Medium
173,Weekend,Car,7.54,5.02,25,Veg,7.5,0.9,2,6.96,Medium
173,Weekend,Car,11.57,5.52,50,Mixed,8.7,0.9,2,8.47,Medium
173,Weekend,Walk,0.5,4.15,50,Non-Veg,7.3,0.55,2,7.06,Medium
174,Weekend,Bus,8.43,7.38,25,Mixed,8.3,0.95,0,9.85,Medium
174,Weekend,Car,9.28,4.49,75,Mixed,8.0,0.59,2,6.28,Medium
174,Weekend,EV,7.39,6.33,50,Mixed,8.8,1.24,0,7.87,Medium
174,Weekend,Car,10.29,6.53,25,Mixed,2.5,0.33,0,10.07,Medium
174,Weekend,Car,8.75,6.26,75,Veg,7.6,0.95,1,5.87,Low
174,Weekend,Car,0.64,5.56,75,Veg,3.2,0.74,0,4.17,Low
174,Weekday,Walk,4.67,6.95,0,Veg,2.4,0.45,1,7.84,Medium
175,Weekday,Walk,18.56,2.74,25,Veg,8.6,0.75,2,3.79,Low
175,Weekday,Bus,10.41,8.08,0,Mixed,7.7,0.53,2,10.79,Medium
175,Weekday,Walk,15.85,8.3,75,Non-Veg,2.3,0.71,0,8.05,Medium
175,Weekday,Walk,11.12,7.67,25,Veg,7.9,0.75,0,7.61,Medium
175,Weekend,Bus,8.57,5.71,0,Non-Veg,6.2,0.86,0,11.9,High
175,Weekend,Walk,5.69,3.17,75,Mixed,6.2,0.62,2,4.1,Low
175,Weekday,EV,9.4,5.61,25,Veg,6.7,0.8,1,6.38,Medium
176,Weekday,Walk,14.17,2.0,0,Mixed,4.3,0.69,0,5.97,Low
176,Weekend,Walk,0.5,5.22,25,Mixed,6.7,0.21,0,6.97,Medium
176,Weekend,Bus,3.43,6.54,50,Mixed,6.7,0.34,0,6.86,Medium
176,Weekend,Bike,12.11,7.67,25,Veg,5.8,1.06,1,7.59,Medium
176,Weekend,Bus,4.58,3.2,0,Mixed,8.8,0.57,1,6.78,Medium
176,Weekday,Car,6.72,3.81,25,Mixed,7.8,0.52,1,7.48,Medium
176,Weekday,Bus,13.9,5.3,75,Mixed,5.9,0.44,1,5.83,Low
177,Weekday,Bus,11.17,6.7,0,Non-Veg,5.3,0.47,3,11.25,High
177,Weekend,Bus,6.64,3.3,0,Non-Veg,3.2,0.25,1,8.64,Medium
177,Weekend,Car,11.02,5.56,50,Veg,8.2,0.57,1,6.87,Medium
177,Weekend,Walk,6.65,3.66,0,Non-Veg,3.2,0.46,0,9.04,Medium
177,Weekend,Car,3.24,5.16,75,Non-Veg,8.2,0.77,0,8.16,Medium
177,Weekday,Bus,16.68,4.86,0,Veg,8.3,0.65,0,8.1,Medium
177,Weekday,Bike,8.38,4.58,75,Mixed,3.0,0.57,2,4.32,Low
178,Weekday,Bike,6.06,3.89,75,Veg,4.9,0.76,1,3.31,Low
178,Weekend,Walk,11.98,3.69,25,Veg,4.2,0.2,0,4.51,Low
178,Weekday,EV,13.78,6.57,50,Non-Veg,5.5,0.71,4,8.0,Medium
178,Weekend,Car,4.92,2.0,0,Non-Veg,8.8,0.76,2,8.29,Medium
178,Weekend,EV,14.4,6.91,25,Veg,7.3,0.65,0,7.6,Medium
178,Weekend,Bike,3.76,3.37,25,Veg,7.9,0.41,2,3.77,Low
178,Weekend,Bus,10.53,4.53,0,Non-Veg,6.9,0.5,0,10.66,Medium
179,Weekend,Car,0.5,5.38,0,Veg,3.8,0.42,0,7.02,Medium
179,Weekend,Car,5.93,5.57,0,Mixed,7.3,0.43,0,9.83,Medium
179,Weekday,Walk,13.84,4.61,50,Mixed,2.5,0.59,4,4.5,Low
179,Weekend,Car,11.32,3.87,0,Veg,2.1,1.04,0,8.8,Medium
179,Weekday,Bike,15.47,8.61,25,Non-Veg,2.2,0.76,1,11.31,High
179,Weekend,EV,5.77,6.36,25,Veg,8.0,0.73,2,6.22,Medium
179,Weekend,Bus,5.55,5.04,50,Non-Veg,4.9,0.45,3,7.35,Medium
180,Weekend,Walk,3.04,7.27,0,Mixed,4.9,0.65,1,9.84,Medium
180,Weekend,Car,11.02,2.0,0,Veg,5.6,0.55,0,6.61,Medium
180,Weekend,Bus,3.71,5.16,50,Mixed,7.1,0.99,2,6.3,Medium
180,Weekday,Walk,17.94,3.54,25,Non-Veg,7.9,0.68,0,8.49,Medium
180,Weekday,Car,12.28,3.31,0,Mixed,8.2,0.88,0,9.85,Medium
180,Weekend,EV,6.71,6.54,50,Veg,3.4,0.71,0,5.81,Low
180,Weekday,Car,5.68,3.96,0,Mixed,3.4,0.45,1,8.09,Medium
181,Weekend,Car,6.9,4.41,0,Mixed,2.8,0.67,2,8.58,Medium
181,Weekday,Bike,12.6,2.72,50,Mixed,7.1,0.52,1,4.84,Low
181,Weekend,Walk,6.14,3.65,50,Veg,7.5,0.38,1,3.55,Low
181,Weekday,Bus,8.82,4.15,50,Mixed,6.1,0.73,1,6.38,Medium
181,Weekend,Bus,3.88,5.7,25,Mixed,3.5,0.11,0,7.44,Medium
181,Weekday,EV,10.93,5.49,0,Veg,6.1,0.47,2,6.71,Medium
181,Weekday,Bus,16.61,6.4,50,Non-Veg,8.6,0.1,1,9.17,Medium
182,Weekend,Walk,3.28,6.23,0,Mixed,8.5,0.64,1,8.97,Medium
182,Weekend,Bus,4.2,7.5,25,Veg,4.9,0.78,1,7.49,Medium
182,Weekday,Bike,11.22,5.27,0,Non-Veg,6.3,0.46,0,10.38,Medium
182,Weekend,Bus,5.07,5.6,0,Mixed,6.7,0.74,2,8.58,Medium
182,Weekday,Bike,11.94,5.22,100,Non-Veg,3.8,0.69,2,5.52,Low
182,Weekday,Walk,10.91,6.64,100,Non-Veg,4.0,0.71,1,5.95,Low
182,Weekday,Walk,19.33,3.95,25,Veg,3.8,0.77,1,4.95,Low
183,Weekday,Bus,10.02,2.25,0,Mixed,5.4,0.65,1,6.53,Medium
183,Weekend,Car,8.73,3.34,50,Veg,3.8,0.68,1,5.61,Low
183,Weekend,EV,1.56,5.29,50,Non-Veg,8.3,0.47,2,7.5,Medium
183,Weekday,Walk,0.82,8.06,0,Non-Veg,7.7,0.72,1,12.57,High
183,Weekend,Bus,3.83,7.19,0,Non-Veg,6.4,0.48,2,11.48,High
183,Weekend,Walk,10.48,4.93,25,Mixed,9.0,0.76,1,7.04,Medium
183,Weekend,Walk,11.45,5.02,50,Mixed,7.5,0.37,2,5.2,Low
184,Weekday,EV,15.43,8.45,25,Veg,2.4,0.66,2,7.81,Medium
184,Weekend,EV,0.5,6.9,0,Veg,4.0,0.47,1,7.83,Medium
184,Weekday,Car,10.21,5.77,50,Mixed,3.1,0.23,2,7.49,Medium
184,Weekday,Car,13.2,4.41,75,Veg,6.9,0.51,1,5.89,Low
184,Weekday,Bus,8.85,8.57,0,Non-Veg,7.5,0.32,1,13.22,High
184,Weekend,Bike,4.98,5.12,0,Veg,6.5,0.72,1,6.66,Medium
184,Weekday,Bike,11.75,2.0,0,Veg,6.9,0.56,3,3.11,Low
185,Weekday,EV,18.46,5.04,25,Veg,9.0,0.76,0,6.75,Medium
185,Weekday,Bus,17.35,6.51,25,Mixed,5.5,0.78,3,8.63,Medium
185,Weekday,Walk,7.62,3.38,25,Mixed,7.6,1.31,2,6.35,Medium
185,Weekend,Bus,9.47,5.84,0,Non-Veg,2.4,1.13,1,12.01,High
185,Weekend,Car,9.35,4.86,50,Veg,3.7,0.5,0,6.55,Medium
185,Weekend,EV,10.23,7.34,0,Veg,5.7,0.59,1,8.73,Medium
185,Weekend,Car,10.11,5.64,25,Non-Veg,5.2,1.16,0,12.48,High
186,Weekday,Bike,12.45,2.0,25,Non-Veg,6.5,0.67,2,6.73,Medium
186,Weekend,Bus,9.53,6.49,25,Mixed,6.8,0.5,2,8.06,Medium
186,Weekend,Car,10.13,4.87,25,Non-Veg,4.3,0.42,0,11.13,High
186,Weekday,Bus,8.39,9.49,0,Mixed,6.3,0.71,4,11.21,High
186,Weekday,Bike,15.08,4.23,25,Non-Veg,6.0,0.3,2,7.67,Medium
186,Weekend,Car,5.36,4.2,0,Non-Veg,6.9,0.5,3,9.47,Medium
186,Weekday,Bike,16.57,2.89,75,Mixed,8.3,0.27,2,3.62,Low
187,Weekday,Bike,12.35,7.14,25,Mixed,5.9,0.44,0,8.41,Medium
187,Weekday,Walk,13.33,7.3,0,Non-Veg,7.4,0.86,1,12.11,High
187,Weekday,Bus,14.45,6.41,50,Veg,5.8,0.68,1,6.2,Medium
187,Weekend,Car,6.84,8.28,75,Veg,4.8,0.61,0,5.87,Low
187,Weekday,Bike,15.51,7.8,50,Non-Veg,8.1,1.16,0,10.09,Medium
187,Weekend,Bike,6.94,5.07,25,Non-Veg,8.5,0.52,1,8.84,Medium
187,Weekend,Bike,4.15,5.25,0,Veg,6.3,1.03,1,7.14,Medium
188,Weekend,Walk,7.8,9.02,0,Mixed,4.6,0.78,2,11.04,High
188,Weekend,Car,9.25,7.57,0,Mixed,6.0,0.7,1,12.09,High
188,Weekend,Car,9.87,6.89,75,Veg,7.9,0.75,1,5.98,Low
188,Weekday,Bike,11.56,7.36,25,Veg,5.1,0.48,0,7.1,Medium
188,Weekend,Walk,16.17,5.83,25,Mixed,3.0,0.91,0,8.18,Medium
188,Weekend,Walk,9.27,4.26,0,Mixed,8.4,0.58,0,7.69,Medium
188,Weekday,Bike,9.53,6.61,0,Non-Veg,4.0,0.9,2,11.2,High
189,Weekday,Walk,4.88,5.87,25,Non-Veg,2.5,0.67,1,9.52,Medium
189,Weekday,Walk,14.96,7.12,100,Mixed,5.3,0.84,1,4.1,Low
189,Weekday,Bus,11.05,4.47,0,Non-Veg,8.9,0.83,2,10.25,Medium
189,Weekday,Bus,8.6,7.09,0,Veg,8.6,0.6,2,8.42,Medium
189,Weekday,Bus,8.46,5.71,0,Veg,3.7,0.58,3,6.85,Medium
189,Weekday,EV,14.93,5.48,0,Veg,6.4,0.36,2,6.73,Medium
189,Weekday,EV,5.64,9.16,0,Non-Veg,7.4,0.49,0,13.83,High
190,Weekday,Bike,11.7,3.53,25,Mixed,5.2,0.7,3,5.31,Low
190,Weekday,Bus,11.83,4.29,50,Mixed,5.9,0.37,1,6.25,Medium
190,Weekday,Walk,13.7,3.39,50,Non-Veg,2.3,0.8,1,7.45,Medium
190,Weekday,Bike,14.74,3.66,50,Non-Veg,6.1,0.51,1,7.21,Medium
190,Weekend,Bike,0.5,3.73,0,Mixed,3.5,0.91,0,7.65,Medium
190,Weekday,EV,16.19,3.29,50,Veg,3.4,0.56,3,3.47,Low
190,Weekday,Car,14.34,3.13,50,Mixed,4.4,0.82,1,8.37,Medium
191,Weekend,EV,2.01,2.0,0,Veg,7.3,0.51,1,3.93,Low
191,Weekend,Bus,3.08,4.36,25,Mixed,7.4,0.46,2,6.18,Medium
191,Weekday,Walk,14.55,7.88,75,Veg,6.9,0.5,1,3.81,Low
191,Weekend,EV,0.55,4.93,0,Non-Veg,8.5,0.95,2,9.91,Medium
191,Weekend,Walk,4.73,3.25,0,Mixed,5.5,0.58,2,6.05,Medium
191,Weekday,Bus,13.88,4.66,75,Non-Veg,4.0,0.8,0,8.52,Medium
191,Weekend,Bus,7.07,6.78,75,Non-Veg,8.6,0.56,1,7.73,Medium
192,Weekday,Bike,9.31,7.86,50,Mixed,2.9,0.48,3,6.1,Medium
192,Weekday,Bike,12.07,5.28,0,Mixed,8.8,0.37,0,8.28,Medium
192,Weekend,EV,7.72,9.32,0,Mixed,8.4,1.18,1,12.48,High
192,Weekday,Bike,8.29,7.24,75,Non-Veg,4.6,0.78,2,7.13,Medium
192,Weekend,EV,3.1,6.88,75,Veg,2.6,0.78,1,4.08,Low
192,Weekday,Car,10.25,8.94,50,Veg,3.1,0.75,2,7.92,Medium
192,Weekend,Walk,2.95,9.08,25,Mixed,5.3,1.15,2,9.66,Medium
193,Weekend,Bike,1.47,5.26,75,Mixed,8.0,0.99,0,5.76,Low
193,Weekday,Walk,11.56,5.47,0,Mixed,2.2,0.81,1,8.56,Medium
193,Weekend,Bike,4.87,6.36,25,Mixed,8.1,0.42,0,7.92,Medium
193,Weekend,Car,9.84,3.58,0,Non-Veg,8.3,0.79,0,11.44,High
193,Weekend,Bike,12.06,6.28,0,Non-Veg,4.2,0.75,0,11.55,High
193,Weekday,Bus,7.46,2.92,0,Veg,8.1,0.63,2,4.96,Low
193,Weekday,Car,16.57,4.55,0,Mixed,5.7,0.1,1,10.43,Medium
194,Weekday,Walk,11.12,8.05,0,Mixed,4.7,0.73,1,10.58,Medium
194,Weekend,Bus,10.78,6.25,25,Non-Veg,8.6,0.49,2,10.0,Medium
194,Weekday,Bus,18.74,4.15,0,Non-Veg,3.5,0.72,0,11.27,High
194,Weekend,EV,10.58,7.03,50,Non-Veg,7.9,0.77,2,8.93,Medium
194,Weekday,EV,11.77,5.5,25,Non-Veg,3.0,0.23,1,9.23,Medium
194,Weekend,Car,9.49,5.33,50,Veg,4.5,0.96,1,6.93,Medium
194,Weekday,Car,12.59,5.66,25,Mixed,8.7,0.59,1,9.93,Medium
195,Weekend,EV,0.5,5.41,25,Non-Veg,3.0,1.13,0,10.19,Medium
195,Weekend,Bike,5.53,10.33,50,Non-Veg,8.6,0.75,1,10.24,Medium
195,Weekday,Walk,18.98,8.66,75,Veg,7.0,1.15,0,5.16,Low
195,Weekend,Car,2.5,4.93,0,Veg,2.2,0.53,0,7.21,Medium
195,Weekday,Bike,16.43,8.48,100,Non-Veg,4.4,1.0,0,6.7,Medium
195,Weekday,Car,12.59,9.2,0,Mixed,8.0,1.04,1,14.53,High
195,Weekend,Bus,6.47,3.69,25,Mixed,3.9,0.82,0,7.27,Medium
196,Weekend,EV,8.91,2.0,0,Veg,2.9,0.78,2,4.13,Low
196,Weekend,Bike,11.91,2.61,50,Non-Veg,4.7,0.64,1,6.94,Medium
196,Weekend,Bus,9.54,5.1,25,Non-Veg,4.2,0.56,4,8.47,Medium
196,Weekday,Bus,13.34,6.13,25,Non-Veg,7.1,0.65,1,10.71,Medium
196,Weekday,Bike,11.1,7.53,0,Non-Veg,2.2,0.89,1,12.35,High
196,Weekend,EV,12.51,5.61,25,Mixed,7.2,0.51,1,7.66,Medium
196,Weekday,Bike,7.14,6.68,25,Non-Veg,5.1,0.72,2,9.67,Medium
197,Weekday,Car,14.62,8.71,0,Veg,4.2,0.69,3,11.83,High
197,Weekend,EV,8.54,4.71,0,Non-Veg,8.0,1.03,1,10.54,Medium
197,Weekday,Car,5.63,7.74,25,Veg,7.8,0.7,0,8.78,Medium
197,Weekend,Walk,5.4,7.63,0,Mixed,4.3,0.86,2,9.99,Medium
197,Weekend,Car,3.14,5.47,0,Non-Veg,5.4,0.66,3,10.24,Medium
197,Weekday,EV,12.38,5.44,0,Veg,7.1,0.65,3,6.54,Medium
197,Weekday,Bus,7.08,7.07,50,Mixed,6.3,0.55,1,7.22,Medium
198,Weekday,Car,10.1,4.28,25,Non-Veg,8.6,0.79,0,11.2,High
198,Weekday,Bus,18.04,2.34,50,Veg,8.3,0.61,0,5.13,Low
198,Weekend,Bike,6.28,5.03,0,Veg,7.0,0.54,1,6.38,Medium
198,Weekend,EV,4.0,6.36,25,Veg,6.7,0.27,0,6.39,Medium
198,Weekday,Car,3.99,7.7,75,Mixed,4.9,0.5,1,6.11,Medium
198,Weekend,Bike,11.57,4.65,50,Veg,2.8,0.37,1,3.95,Low
198,Weekday,Bus,13.89,4.97,0,Veg,3.6,0.81,1,7.76,Medium
199,Weekday,EV,14.27,4.57,25,Mixed,4.5,0.87,4,6.32,Medium
199,Weekday,Bus,10.45,7.22,0,Mixed,3.9,0.62,1,10.6,Medium
199,Weekend,Car,12.71,4.91,75,Mixed,6.7,0.53,0,7.81,Medium
199,Weekend,EV,4.16,3.98,0,Veg,4.1,0.7,0,6.27,Medium
199,Weekday,Bus,16.84,6.45,50,Veg,3.8,0.52,2,5.82,Low
199,Weekend,Bike,0.5,8.76,0,Non-Veg,2.1,0.75,1,13.18,High
199,Weekday,EV,7.53,6.89,25,Non-Veg,3.4,0.47,0,10.6,Medium
200,Weekday,EV,12.51,3.72,0,Veg,5.6,0.55,4,4.61,Low
200,Weekend,EV,0.5,3.21,75,Veg,6.2,0.22,0,2.94,Low
200,Weekend,Bike,7.73,4.12,25,Veg,2.8,0.58,1,4.83,Low
200,Weekend,Walk,5.2,4.72,75,Non-Veg,7.1,0.56,1,6.74,Medium
200,Weekday,Bike,7.16,3.88,25,Non-Veg,3.2,0.72,2,7.95,Medium
200,Weekday,Bus,10.91,3.84,75,Mixed,4.7,0.77,0,6.08,Medium
200,Weekend,EV,7.69,5.34,50,Non-Veg,5.0,0.81,1,8.57,Medium
